dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10
52,91,86,41,82,20,80,59,84,93
95,12,56,37,88,9,74,32,49,86
50,47,99,51,87,82,76,45,32,24
49,34,60,11,26,40,79,84,60,1
90,33,89,97,6,63,35,62,16,13
67,74,10,16,43,30,30,50,8,55
68,64,57,19,10,20,99,81,60,44
20,58,8,14,81,73,39,10,87,32
83,88,43,46,42,100,67,35,66,15
52,39,8,63,15,72,3,98,13,94
79,53,92,13,93,58,73,23,16,66
4,97,47,84,56,74,20,21,64,96
34,1,29,25,1,69,61,7,33,91
97,52,9,19,59,75,8,95,44,46
70,14,30,92,66,69,54,47,2,80
18,36,77,16,97,52,90,36,52,55
64,75,87,84,10,14,74,90,39,42
30,27,42,71,88,11,41,44,13,70
100,16,21,45,7,68,13,33,26,22
69,86,49,40,55,26,65,52,19,61
51,19,54,79,85,90,22,23,5,50
48,77,9,15,19,71,55,64,1,20
86,10,44,21,96,51,68,17,17,51
37,36,8,97,23,94,50,78,49,66
75,26,80,18,61,25,67,17,41,52
48,15,25,13,78,99,34,27,21,21
38,55,80,64,82,4,51,46,39,9
9,29,76,21,40,22,58,29,70,19
1,48,38,15,95,67,99,14,67,50
13,2,34,62,57,87,23,2,24,13
3,27,2,56,51,28,90,91,10,0
28,82,6,55,10,62,81,40,53,100
17,61,45,65,21,82,78,86,78,58
38,72,52,77,18,11,96,13,68,77
100,68,62,9,55,42,9,78,24,90
92,76,82,79,11,85,15,48,97,21
65,98,29,73,78,15,96,32,6,44
54,33,12,18,14,9,34,53,45,30
51,2,47,75,100,26,87,85,65,25
46,66,69,77,57,22,71,28,34,18
6,75,40,12,74,50,58,12,47,60
44,97,1,67,69,47,12,16,70,64
67,71,66,77,81,25,4,50,14,39
61,56,69,53,30,74,85,78,4,98
60,1,73,56,16,86,83,18,21,55
37,81,27,79,56,83,39,42,46,74
15,28,92,33,86,32,31,8,90,16
48,76,46,18,15,93,6,70,79,70
22,12,33,5,54,94,54,52,56,81
73,54,71,29,46,13,42,94,71,39
27,5,48,24,17,31,91,21,4,82
98,70,11,88,11,94,16,55,0,97
91,2,38,47,15,16,42,53,84,64
58,57,89,89,85,77,78,73,99,92
75,99,31,11,52,54,61,36,13,6
15,32,72,37,87,72,66,81,89,71
17,8,67,86,60,70,99,89,32,48
68,40,60,56,60,50,19,2,12,33
74,11,89,78,65,78,72,39,48,44
63,85,13,88,73,90,65,42,66,17
23,15,56,56,21,78,94,55,85,48
64,35,93,11,43,73,60,62,30,5
20,14,13,4,26,78,55,63,13,86
22,12,48,81,16,29,19,25,76,97
64,41,0,34,36,11,2,94,15,17
8,76,56,7,16,81,53,24,40,26
49,66,97,87,52,62,52,11,7,7
86,80,77,31,49,64,38,73,80,56
29,44,16,2,6,31,21,91,34,54
45,53,63,41,32,24,64,35,99,51
66,13,0,88,68,75,64,60,79,46
35,88,40,64,43,3,61,37,72,87
95,58,84,50,53,1,30,30,84,62
83,42,53,4,71,0,40,86,34,14
44,15,92,50,40,88,0,96,60,99
15,9,75,55,28,78,35,63,54,16
45,37,62,19,80,99,47,12,11,82
75,80,100,1,88,62,59,87,68,55
100,46,22,45,98,99,63,44,59,86
46,49,25,86,10,4,5,74,5,98
87,27,3,61,0,24,67,72,64,33
54,94,52,21,0,43,12,20,25,35
11,6,74,20,33,21,100,95,1,14
9,35,2,36,83,98,93,98,10,37
91,3,39,56,15,61,99,35,32,41
38,79,57,52,67,75,41,98,94,49
49,76,55,58,50,37,65,56,45,7
93,10,3,91,11,0,64,97,44,98
97,40,100,74,14,79,72,1,47,52
4,88,38,29,13,64,89,59,20,97
14,32,44,62,81,17,17,13,47,16
2,3,9,48,100,1,89,28,75,38
12,99,24,40,14,29,69,52,2,18
53,42,42,11,74,98,71,22,64,70
35,71,61,94,64,34,41,72,47,20
71,87,28,3,93,12,46,21,54,51
49,88,95,1,73,65,42,19,71,57
24,78,82,53,4,17,100,62,31,40
56,90,10,46,37,78,58,49,36,62
66,77,89,8,84,95,45,20,68,61
60,74,32,1,63,73,69,6,53,56
93,22,1,77,70,89,66,80,67,2
6,88,82,68,21,16,75,35,63,34
80,45,46,43,43,95,18,1,60,5
1,57,30,83,69,2,51,82,64,80
42,48,72,71,8,18,21,18,14,83
47,58,84,70,28,50,4,15,73,21
84,57,42,32,36,12,37,19,49,81
53,63,15,94,6,0,19,85,29,97
63,30,48,38,15,16,59,58,70,15
47,40,7,64,91,65,99,26,96,36
19,2,61,98,82,61,35,32,41,20
90,20,19,74,27,69,31,37,49,10
47,89,32,17,86,79,7,45,72,51
69,93,1,56,26,37,41,97,64,100
49,35,64,42,45,29,31,4,97,46
16,9,23,82,57,2,97,59,88,57
5,41,66,66,9,84,31,45,78,26
74,15,84,16,59,39,60,9,23,30
85,99,28,90,80,23,77,34,29,66
62,27,39,77,82,40,74,94,74,38
86,55,69,55,1,15,32,14,79,43
84,74,12,38,86,64,16,68,39,32
54,39,88,35,100,28,20,62,88,47
81,89,17,13,53,78,93,41,17,36
87,41,86,96,67,50,95,61,30,48
45,64,87,5,32,52,92,66,92,2
59,91,63,64,41,5,53,41,67,70
85,31,9,62,87,46,94,74,62,67
22,84,22,33,6,59,89,76,8,3
85,61,4,38,83,33,53,97,98,72
99,45,63,43,18,46,77,55,56,34
37,92,68,92,12,51,9,34,28,24
59,41,85,99,55,98,17,62,19,1
28,59,42,53,24,14,92,9,41,61
20,13,30,94,6,99,12,3,61,78
56,40,92,51,70,90,37,81,13,100
42,76,89,74,62,86,69,72,60,87
35,84,52,88,25,84,90,93,76,56
53,91,50,65,38,10,10,98,1,45
10,63,59,48,6,31,67,44,84,29
81,57,83,36,70,53,23,72,82,43
58,16,92,70,14,51,39,96,80,80
90,43,26,50,63,72,28,41,52,58
23,72,66,90,57,60,76,89,100,89
27,80,22,69,92,86,43,68,85,56
6,67,37,63,21,83,78,83,92,100
6,2,44,69,13,57,40,74,46,94
72,86,2,31,6,77,78,83,25,56
94,37,94,42,95,9,71,74,34,86
5,11,45,91,14,25,25,94,56,40
95,24,59,84,89,69,6,12,20,65
27,75,18,69,37,96,75,46,27,85
49,45,26,44,16,6,83,50,88,69
91,0,36,12,69,70,88,16,44,38
76,76,96,64,96,12,38,53,59,15
38,7,3,37,26,27,61,79,11,32
4,12,58,59,90,18,97,30,29,25
15,71,12,16,25,92,41,77,46,10
42,64,88,16,57,22,11,74,23,70
75,42,7,59,30,4,18,56,100,69
53,59,74,80,34,2,65,39,95,71
21,34,46,18,77,66,52,9,11,64
0,53,72,94,59,30,59,16,36,42
19,57,28,84,58,38,40,9,38,15
24,73,66,70,91,45,48,89,28,12
12,22,44,18,21,31,38,29,22,16
69,15,32,0,2,90,31,35,87,57
3,98,87,34,89,31,85,32,53,75
39,2,29,44,59,10,39,48,87,32
68,14,70,15,17,39,27,45,22,62
11,24,92,67,46,40,17,9,59,62
89,51,11,32,68,2,24,31,2,89
11,39,12,37,21,36,69,75,55,59
92,68,98,4,97,25,9,97,37,87
70,0,65,20,45,17,38,67,38,99
66,56,9,83,84,35,76,70,50,4
5,28,40,76,41,18,65,10,89,75
66,53,55,10,53,37,28,16,15,58
79,19,14,98,53,78,37,62,46,57
70,42,0,23,92,96,35,45,53,41
61,25,16,58,100,61,36,39,15,87
7,29,45,18,31,57,94,49,5,43
11,5,1,63,64,31,90,55,82,89
25,3,59,75,72,80,74,84,43,1
24,89,17,81,0,45,76,34,40,9
5,31,39,95,60,85,45,97,23,71
76,61,24,38,8,63,68,23,5,28
26,62,87,21,31,1,27,41,51,98
69,78,73,15,60,33,19,16,30,44
95,47,99,47,69,81,41,36,24,10
83,97,50,50,0,82,73,9,5,41
31,86,48,92,22,70,7,34,71,16
38,27,59,91,95,47,7,15,13,49
11,69,52,15,72,11,69,26,73,16
93,83,14,43,3,3,3,84,90,78
86,42,56,16,11,60,25,37,98,60
22,13,39,58,100,56,89,99,40,54
23,66,74,5,78,85,77,37,1,15
84,61,52,89,3,51,2,64,74,4
31,38,78,10,65,91,9,22,9,23
82,57,35,77,16,69,60,69,90,87
52,90,96,1,68,80,48,10,45,50
58,36,37,26,51,77,2,68,99,93
37,99,4,15,50,64,72,17,39,96
95,34,30,0,56,26,76,72,67,32
33,35,11,43,61,53,92,83,79,15
50,73,64,1,64,58,28,40,21,89
48,56,97,0,98,4,17,18,64,52
37,25,6,67,27,58,56,20,83,42
5,0,89,20,89,93,69,34,87,27
22,63,73,94,24,75,35,0,55,25
93,96,34,69,19,54,80,21,67,100
87,26,40,24,20,49,55,31,8,79
20,72,16,42,30,3,89,4,47,65
96,39,29,42,39,26,1,31,57,52
92,62,42,13,61,97,100,64,53,42
4,70,3,22,47,25,57,45,50,49
20,63,85,88,95,8,78,71,73,60
33,38,56,44,23,7,66,41,33,80
90,89,26,27,97,58,40,2,11,76
78,57,68,70,17,53,69,29,8,82
19,41,83,78,99,64,41,24,63,60
95,26,55,60,56,75,49,18,94,64
76,22,20,32,99,14,53,1,44,27
42,19,63,63,57,47,97,18,69,11
78,93,77,0,30,63,73,59,36,3
61,31,4,91,89,11,82,84,94,26
84,44,52,15,63,97,76,36,18,59
90,41,50,4,27,21,22,2,26,47
2,69,1,81,47,100,37,66,33,23
13,68,52,34,20,10,79,60,66,6
17,48,43,60,29,67,22,56,96,29
53,23,5,35,92,76,31,1,16,49
98,55,12,92,25,58,23,39,13,31
94,90,86,34,9,14,46,85,70,37
63,64,6,83,80,24,20,93,52,99
26,52,49,51,50,26,77,64,24,66
64,72,92,42,82,23,93,70,23,2
4,20,11,73,50,20,50,25,53,30
7,64,88,72,6,19,61,80,64,8
54,35,70,77,35,47,34,11,23,18
61,44,49,88,15,33,84,54,37,49
30,78,32,13,77,68,82,95,98,51
35,24,55,55,73,30,51,28,22,82
86,93,28,54,39,45,13,6,10,21
81,65,94,46,0,94,71,41,49,92
11,41,56,19,44,85,88,24,71,4
94,96,0,42,35,92,95,72,77,1
74,14,3,25,65,97,75,56,30,57
56,72,33,34,41,61,56,43,87,99
69,78,45,22,36,40,65,33,11,54
100,2,93,30,15,17,70,7,64,98
38,65,53,94,85,56,72,25,24,2
66,0,53,55,84,94,19,92,69,72
81,49,57,60,29,34,19,63,91,39
85,28,78,0,81,77,83,87,71,66
42,73,0,36,21,78,69,88,60,15
41,67,93,33,98,93,89,40,60,24
47,44,85,95,86,100,21,26,99,25
44,69,45,57,38,50,47,39,47,62
7,60,25,12,74,96,51,80,63,23
83,70,3,93,66,37,50,69,66,63
58,54,71,63,23,23,78,31,49,34
10,39,78,36,29,100,84,67,99,62
66,26,53,64,88,20,51,5,34,28
87,52,9,1,50,97,19,68,18,12
81,63,87,56,54,4,59,12,72,20
29,93,77,22,37,14,5,41,97,75
56,15,90,0,77,32,82,26,77,37
19,43,50,65,3,34,37,97,81,95
0,79,40,13,72,42,10,21,59,93
3,7,27,33,10,12,70,52,7,65
65,8,19,92,6,8,70,16,68,97
34,26,87,95,27,49,87,95,76,27
71,74,41,83,78,2,7,47,94,99
39,98,90,86,44,6,22,30,21,19
83,79,90,12,33,36,75,21,60,22
75,30,64,81,53,69,24,27,96,53
92,25,95,21,82,91,18,45,90,21
78,88,61,79,52,62,63,54,18,91
35,87,40,11,18,96,87,71,36,60
27,19,82,65,9,77,60,31,18,66
69,0,57,43,41,16,83,45,100,15
33,5,58,9,98,16,74,26,97,99
22,55,62,47,72,8,2,15,32,11
3,8,85,30,58,71,21,58,5,42
14,25,68,64,60,71,3,77,88,31
80,15,87,88,31,75,42,1,45,70
81,78,75,19,4,40,61,90,88,66
87,13,42,58,51,85,93,48,67,93
96,88,87,69,66,89,97,40,7,73
19,12,14,100,42,85,26,66,78,58
7,19,54,4,15,43,20,8,57,75
57,51,22,91,99,18,100,72,81,26
14,8,58,100,90,73,74,40,0,21
86,28,57,31,50,99,56,21,60,92
67,26,14,81,5,72,43,55,85,72
63,4,25,75,30,15,60,84,67,75
73,54,0,96,62,61,48,4,48,21
53,53,76,52,26,3,50,4,15,31
74,100,55,26,78,38,28,3,59,31
3,49,10,44,2,88,9,94,66,51
18,19,66,52,20,56,83,33,25,93
55,2,34,36,49,34,65,17,78,70
65,64,43,23,72,41,66,18,30,1
75,63,69,45,55,21,19,76,41,20
24,78,26,27,21,32,26,53,47,25
87,72,74,21,38,87,46,49,30,66
23,69,61,72,18,59,53,55,1,12
5,95,13,92,44,48,50,84,69,65
53,2,75,78,7,34,9,38,72,62
29,46,42,63,61,65,37,82,69,44
2,34,98,59,8,43,95,51,60,42
6,79,7,74,57,15,34,13,69,1
74,47,0,97,2,51,18,83,89,37
84,36,8,38,5,25,1,30,83,88
63,77,49,32,87,51,35,76,25,23
4,50,90,88,54,63,54,12,71,77
71,29,63,4,85,40,40,80,95,52
26,91,19,93,12,96,6,70,18,64
45,3,6,65,66,38,48,39,10,90
70,33,91,38,34,10,19,47,41,33
54,95,15,100,4,82,65,84,59,26
43,8,64,63,22,8,53,41,35,31
26,92,12,98,100,12,88,20,72,33
99,6,11,48,69,25,57,15,91,51
70,18,74,16,6,45,15,69,91,58
4,46,95,38,34,14,56,5,92,87
3,69,67,95,100,6,40,47,35,28
84,5,53,91,2,47,35,12,55,73
67,85,29,80,47,70,40,56,16,84
59,85,22,92,31,25,85,90,47,96
91,4,1,58,100,90,42,19,36,65
23,69,60,85,12,58,29,48,97,64
67,67,55,36,52,85,87,4,91,24
64,84,50,64,2,70,49,64,80,5
100,79,49,1,81,23,2,71,55,34
63,13,91,21,83,6,98,79,83,32
44,84,75,83,20,80,80,16,72,98
21,100,76,1,28,54,67,61,52,14
18,68,95,47,60,44,93,59,68,92
85,83,32,79,55,88,44,47,6,81
8,5,100,66,99,19,62,35,4,42
76,21,0,92,85,94,15,69,70,66
33,75,15,2,43,86,66,15,23,60
56,58,79,26,28,25,27,79,81,17
27,65,93,27,17,32,96,16,72,16
1,25,23,90,98,14,50,72,45,45
20,28,86,37,20,50,100,46,12,57
61,96,33,26,77,64,10,23,2,47
52,0,19,75,8,91,60,19,63,21
29,77,3,37,97,75,98,90,79,92
54,76,22,85,54,95,27,48,31,72
28,77,89,62,40,15,83,97,11,34
23,48,56,97,18,56,11,71,80,21
78,7,61,32,5,27,54,68,19,94
2,35,29,3,49,50,73,16,76,4
45,67,18,55,14,97,73,90,87,24
23,87,67,52,48,0,76,13,60,76
23,86,49,51,63,35,68,18,97,5
50,97,50,12,30,92,49,31,60,46
68,76,89,13,47,39,64,72,35,8
65,28,17,20,10,33,9,20,37,29
25,3,93,96,13,62,88,54,50,13
64,28,83,81,10,92,44,71,91,83
74,39,55,91,87,57,95,19,4,100
27,100,5,97,78,56,86,45,52,53
18,85,40,19,97,64,92,96,48,60
14,42,51,80,65,95,24,54,81,80
4,21,40,79,17,58,18,67,72,73
35,82,16,49,29,50,92,10,87,90
70,63,65,85,76,49,39,7,96,9
42,73,91,41,34,40,28,81,86,18
49,80,86,86,95,45,100,45,6,8
56,31,74,57,71,97,24,73,47,97
93,4,30,59,38,35,45,21,4,80
36,86,59,76,38,2,41,54,3,7
53,81,93,80,27,25,76,8,39,2
72,4,92,26,68,56,26,29,51,65
12,39,14,16,70,66,67,74,87,86
61,97,92,57,33,99,26,53,78,85
67,54,94,30,61,64,46,68,63,37
19,7,32,100,72,88,8,52,66,80
83,12,66,58,33,52,63,31,87,43
48,11,31,61,25,42,17,52,39,73
66,76,0,6,81,12,77,50,55,48
93,10,38,59,34,58,87,39,2,9
77,5,10,61,66,31,84,82,4,40
99,85,20,78,88,47,87,84,49,84
57,6,29,43,10,56,45,12,23,69
90,51,1,7,93,84,35,35,49,30
13,28,38,50,63,37,6,64,32,51
34,33,11,45,13,38,56,31,16,19
17,30,33,55,17,21,96,89,47,40
65,27,34,1,32,33,55,65,37,86
72,73,91,79,51,90,28,71,23,27
73,63,42,62,29,51,42,51,47,99
0,99,85,20,100,31,20,74,58,83
87,13,60,85,7,49,92,32,13,70
97,33,95,70,92,7,67,2,66,10
76,61,92,94,15,20,34,65,62,96
99,47,77,27,20,42,58,58,20,47
49,100,19,82,89,88,51,63,26,25
19,33,56,73,99,15,19,50,32,38
8,18,19,44,71,79,16,70,0,13
16,65,93,65,41,72,59,40,55,23
78,23,9,13,48,2,81,40,94,100
29,75,91,38,4,7,63,56,81,49
40,70,8,53,9,98,12,64,29,31
3,55,9,25,78,76,100,57,29,31
15,6,68,19,5,66,12,25,61,34
37,43,66,75,22,27,41,98,97,17
73,72,12,0,17,4,63,100,28,16
11,7,64,14,46,47,21,68,72,55
90,38,75,49,47,32,62,42,82,23
46,59,9,70,17,62,37,73,49,61
39,82,22,16,43,0,10,99,85,76
14,28,71,1,20,82,94,88,57,70
89,27,25,34,28,2,24,91,16,31
55,80,66,71,31,81,38,1,26,48
41,53,68,81,90,79,39,8,10,5
22,87,25,77,95,73,21,28,27,85
1,85,57,0,67,24,59,64,60,48
90,61,92,49,86,15,88,100,13,18
70,83,28,97,4,91,3,63,75,8
28,59,1,0,84,65,64,37,15,55
37,72,42,13,13,26,86,68,11,34
87,77,56,94,90,93,55,33,42,58
10,45,7,56,52,39,30,66,78,71
45,14,27,10,72,92,76,91,7,25
88,29,96,64,60,17,21,18,97,95
48,4,56,91,66,65,61,50,18,78
63,78,82,17,97,22,18,65,27,25
84,6,1,67,75,76,23,84,61,16
25,98,12,80,5,61,24,44,20,48
47,95,60,45,68,69,91,85,100,0
19,39,76,26,38,10,55,44,43,71
79,64,4,100,37,73,26,12,9,56
90,97,30,39,70,16,0,74,18,63
88,79,69,12,49,80,43,90,97,93
21,38,33,16,100,62,61,52,49,8
86,80,27,22,18,55,92,81,4,49
90,88,1,13,6,49,13,29,14,43
42,17,92,75,93,12,39,92,26,3
15,51,35,5,69,43,73,58,80,95
95,85,79,71,26,82,1,82,24,81
28,35,61,44,87,29,64,65,56,38
14,15,12,22,74,74,95,35,70,36
0,24,71,86,48,79,2,67,20,3
96,84,79,10,21,39,50,96,62,13
76,60,18,83,52,23,57,82,20,32
86,91,61,34,63,69,55,88,70,38
57,38,16,97,78,100,40,38,0,88
43,52,17,94,11,60,14,24,98,71
14,81,70,100,93,97,6,40,65,53
19,100,51,68,72,1,79,21,24,26
46,80,34,81,87,40,13,62,98,85
84,55,75,34,81,97,49,23,67,34
96,81,13,29,9,22,90,69,74,89
39,11,14,84,66,66,29,94,92,60
84,59,17,98,26,92,100,84,16,78
13,42,23,34,93,89,53,65,17,12
32,73,72,56,90,54,71,34,79,42
42,58,1,22,99,76,72,23,91,30
71,10,10,85,7,16,65,20,1,58
93,84,3,99,72,26,28,7,38,48
47,60,89,36,8,31,5,31,20,80
74,59,79,21,53,47,27,85,22,46
89,71,68,75,74,87,7,0,54,59
46,69,71,6,73,23,98,6,6,72
38,86,16,25,41,61,99,82,22,66
94,69,73,8,28,87,25,76,8,32
8,37,87,69,40,52,2,36,8,63
66,3,88,15,11,96,22,7,97,26
58,96,6,80,83,78,49,15,70,91
12,50,62,17,64,50,71,36,65,83
87,5,88,50,98,75,21,27,16,30
32,55,55,8,6,33,61,96,27,66
85,1,94,77,92,23,12,6,29,53
69,52,25,66,41,80,9,64,52,22
80,43,32,65,78,18,95,43,6,95
67,2,11,28,42,39,74,59,85,59
60,84,69,45,82,44,43,75,63,71
49,39,20,26,100,41,99,83,53,50
89,18,67,12,93,49,72,14,41,5
83,87,34,78,91,88,97,41,53,26
17,78,58,90,27,88,0,81,19,57
22,59,8,26,21,93,25,25,91,2
25,96,56,81,42,6,22,61,62,12
92,54,82,75,69,14,60,13,99,37
51,25,92,40,41,50,78,83,56,88
16,94,8,9,32,25,74,87,46,96
40,48,2,0,66,75,56,7,13,67
99,54,56,46,51,39,58,38,16,24
44,89,20,26,36,29,50,57,90,88
55,20,67,71,55,47,66,37,74,8
31,9,57,17,57,38,88,54,75,41
15,41,17,10,38,29,23,35,89,88
55,91,22,22,24,18,62,26,17,4
11,48,4,40,95,45,87,34,48,43
10,94,91,62,83,84,13,4,98,27
43,4,21,38,17,88,63,7,50,86
91,0,65,49,90,29,84,4,91,10
89,89,94,17,95,93,86,50,1,27
22,64,49,87,15,91,9,12,57,95
39,57,61,75,78,75,40,18,87,42
32,95,42,16,99,67,13,66,67,14
81,20,56,30,47,70,13,30,14,32
59,31,90,36,73,90,71,65,49,79
22,73,64,16,80,91,29,11,99,7
70,69,34,56,100,14,52,49,52,65
79,71,58,93,83,51,86,39,91,53
10,7,75,43,21,25,0,95,37,59
0,23,7,38,4,37,47,21,72,68
34,99,64,20,53,10,82,50,62,52
69,90,93,3,16,45,42,43,81,30
93,9,1,3,1,79,3,23,95,21
42,77,32,65,21,10,21,28,87,100
49,23,83,9,93,41,59,60,5,3
91,89,6,50,25,65,46,52,8,80
80,3,40,31,96,83,42,90,69,66
62,58,30,48,20,83,76,67,41,66
39,59,22,1,3,100,66,57,82,70
23,87,83,24,72,100,38,87,75,28
51,58,55,60,64,83,11,90,84,25
71,84,15,29,0,1,68,9,14,16
15,45,91,7,32,56,57,49,100,92
61,89,80,87,20,30,62,99,84,32
40,30,100,74,2,76,87,52,35,69
12,46,19,8,70,86,70,84,82,60
62,9,70,12,91,57,56,19,86,95
7,100,30,61,64,52,43,11,58,94
33,93,97,23,11,65,81,95,25,48
86,34,63,14,20,70,13,10,64,88
42,19,53,42,40,79,47,86,10,73
65,74,90,17,50,85,19,40,57,77
83,45,64,42,28,72,20,46,12,36
41,89,69,100,62,76,93,42,56,100
97,55,43,63,80,27,17,59,33,48
54,17,97,71,23,11,5,19,97,71
21,98,2,40,56,34,13,70,39,67
88,76,69,79,87,21,15,62,36,80
36,95,49,82,52,59,6,12,50,26
77,99,95,78,31,62,32,30,80,14
46,25,100,82,75,86,77,84,55,38
9,56,3,76,52,21,36,87,13,35
22,13,70,60,23,83,29,14,59,83
58,100,49,44,39,0,4,0,44,15
68,0,39,57,82,38,67,11,53,12
80,59,97,53,4,27,31,92,9,96
23,76,46,35,63,88,44,15,75,70
58,20,54,93,35,72,66,63,43,85
19,35,3,43,60,85,60,4,14,90
30,83,48,96,24,45,47,39,21,23
3,93,52,17,52,57,9,34,8,83
43,70,58,76,11,0,25,95,46,2
73,55,76,8,78,21,97,35,53,48
13,47,30,75,29,96,37,79,68,67
35,55,87,1,1,83,22,98,38,55
29,14,34,51,90,1,1,35,82,48
2,14,65,43,54,28,60,4,99,32
17,14,18,78,28,31,49,45,83,30
63,51,0,57,46,12,31,23,31,70
28,62,59,3,49,23,98,28,97,9
85,66,59,11,22,46,41,7,75,67
46,90,4,69,22,61,49,40,50,60
68,70,22,9,12,58,21,24,83,71
70,32,83,97,32,5,27,81,53,17
75,9,68,42,13,60,41,52,31,17
88,47,96,43,84,23,33,64,21,90
44,18,51,30,60,73,26,34,72,74
50,33,46,77,51,74,87,96,20,53
42,97,50,31,56,75,22,12,47,34
86,78,94,65,80,30,61,88,58,77
19,94,84,60,76,94,96,71,35,75
48,62,85,47,85,61,6,34,48,41
43,23,30,55,81,31,84,20,73,74
44,65,38,55,97,33,67,30,86,35
47,86,0,64,95,31,77,68,61,27
87,30,77,8,72,64,65,14,86,8
25,18,17,26,100,82,22,81,57,83
10,84,85,55,40,34,84,69,66,47
78,53,91,4,19,16,50,99,57,76
60,78,53,77,29,86,88,43,100,66
1,86,42,82,39,44,34,5,36,36
95,23,40,81,42,0,2,5,14,62
50,10,62,70,50,20,35,78,15,69
4,27,66,44,41,97,54,5,15,56
81,4,68,9,10,22,7,61,65,91
53,89,72,70,14,9,64,79,6,1
93,18,41,81,32,71,88,77,39,1
10,17,25,57,39,92,73,94,94,99
99,53,59,31,82,31,38,10,55,41
77,88,47,10,54,72,61,63,56,9
24,31,9,24,43,81,20,14,63,50
48,25,3,51,2,29,49,57,34,64
2,36,46,70,98,75,15,93,75,91
12,59,53,43,7,70,63,69,98,99
46,93,25,11,82,76,1,54,75,22
57,60,9,66,93,50,67,38,31,89
81,28,95,12,70,46,73,35,83,66
53,83,66,13,83,32,95,98,60,42
21,59,92,15,96,100,81,33,24,19
21,90,59,21,19,17,99,77,74,68
25,22,25,19,59,67,32,91,22,7
17,69,12,53,19,35,95,90,40,54
31,29,37,70,5,54,0,92,42,82
99,95,17,1,36,87,1,71,93,43
17,53,22,60,5,78,35,1,16,28
91,27,18,44,49,7,43,5,10,84
23,6,9,85,66,59,81,39,56,23
70,10,84,38,33,35,4,28,24,67
95,53,90,91,66,62,7,87,1,71
83,9,23,94,6,60,68,23,28,32
46,76,52,64,71,32,32,90,52,19
52,100,9,57,75,48,39,91,8,38
8,7,54,78,96,94,30,18,9,94
45,24,51,16,81,52,19,28,57,70
44,68,0,41,16,8,37,96,26,44
83,30,58,50,30,57,39,1,34,65
75,2,83,75,71,23,16,90,83,45
23,25,84,65,64,64,11,99,15,83
35,45,4,93,10,46,82,97,70,20
51,22,3,29,89,17,60,34,13,13
93,72,47,67,1,84,67,86,20,24
71,91,78,48,19,99,59,94,97,20
83,46,47,93,17,41,56,10,85,88
83,79,5,9,8,85,99,83,43,85
1,51,54,16,16,45,98,23,20,49
85,97,29,82,9,58,36,87,89,58
48,56,99,66,82,96,98,47,21,54
37,6,7,35,15,91,95,8,50,40
76,64,33,80,54,63,78,96,3,23
88,49,100,76,8,5,54,100,94,13
6,33,74,81,99,68,7,83,45,19
31,0,47,58,86,80,0,60,18,10
47,36,95,46,47,86,85,94,97,5
2,3,44,32,26,11,83,36,34,38
64,64,51,55,1,24,28,37,46,12
52,52,77,1,3,91,65,82,51,66
94,67,55,7,57,62,44,5,84,57
24,47,11,16,10,32,61,11,47,20
17,23,51,92,35,5,30,77,24,22
49,33,71,7,55,22,21,62,52,31
74,64,99,73,82,15,36,19,75,65
18,78,98,96,47,44,80,39,33,30
86,64,53,51,62,30,83,51,48,98
75,89,62,12,72,50,67,40,80,11
95,84,21,57,65,64,32,82,82,16
49,98,28,8,18,14,70,4,50,13
92,42,13,18,98,19,12,80,1,11
61,14,83,53,23,41,8,55,90,28
51,15,1,10,55,43,47,13,58,62
63,6,49,5,51,69,60,30,8,77
26,26,72,47,55,69,54,65,41,100
35,10,73,81,59,32,14,63,87,1
98,81,63,3,44,76,2,18,30,36
14,55,31,58,39,46,51,77,11,64
41,38,46,38,19,57,4,46,34,80
38,97,23,31,11,60,44,50,79,36
13,21,84,64,76,21,29,47,87,98
47,18,42,8,58,54,15,45,67,42
78,1,92,47,50,64,8,85,47,42
50,31,84,73,64,38,90,4,9,0
1,48,29,86,66,24,20,78,49,31
63,34,66,39,13,28,94,74,53,21
39,60,91,60,11,5,3,70,59,10
100,48,52,65,57,16,4,8,83,74
19,58,48,64,94,90,19,87,19,37
56,73,37,95,23,78,27,35,15,100
68,77,22,79,35,70,91,67,5,18
28,63,40,98,63,19,57,14,8,88
58,26,20,99,66,15,36,32,60,70
0,53,84,79,44,86,35,85,15,73
58,57,89,17,76,3,21,6,94,0
77,44,0,16,85,73,8,100,43,41
66,88,45,32,45,9,0,11,81,10
70,79,15,19,38,78,13,17,96,15
65,45,38,5,30,2,26,64,97,7
86,61,61,41,78,64,31,5,90,78
48,26,49,59,78,89,66,81,65,0
99,97,13,4,61,60,39,27,34,79
59,28,48,92,67,29,37,31,33,30
22,67,98,39,38,39,19,53,0,19
7,35,89,62,42,91,51,83,32,26
51,13,17,12,25,88,41,31,27,26
28,85,38,11,38,16,63,70,67,33
5,25,73,87,52,86,91,75,7,14
79,54,31,94,19,24,8,13,45,91
45,94,97,82,43,73,1,21,8,54
93,29,56,32,26,83,16,24,77,18
82,67,42,86,40,46,83,96,74,84
41,50,1,91,15,42,14,2,91,14
65,49,60,22,19,43,81,58,27,64
20,84,7,93,54,18,14,28,64,2
23,52,39,48,9,96,47,2,79,42
