dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10,dimension_11,dimension_12,dimension_13,dimension_14,dimension_15,dimension_16,dimension_17,dimension_18,dimension_19,dimension_20
31,8,42,21,77,12,12,63,18,51,59,15,84,79,82,7,25,42,33,35
36,47,71,69,75,18,30,58,5,76,31,51,29,68,32,64,77,27,74,31
67,96,74,89,94,85,53,72,13,55,41,40,91,12,87,94,97,82,79,0
52,16,75,14,55,25,36,59,77,17,82,0,40,29,5,19,0,74,27,21
13,88,80,44,99,89,16,21,40,97,52,66,87,34,10,22,100,24,21,79
99,69,90,21,83,75,13,23,8,11,13,38,77,76,32,0,26,6,73,85
11,100,60,26,28,58,100,36,36,12,81,33,80,13,76,85,63,22,2,100
51,0,66,11,10,39,43,80,74,54,100,39,38,87,69,1,42,49,73,24
74,29,68,11,1,29,7,46,92,9,57,79,95,11,18,19,96,16,98,27
70,65,45,76,70,30,25,74,6,45,57,8,33,9,82,58,62,94,51,32
41,47,11,80,87,10,2,26,7,39,41,38,4,14,74,41,97,49,69,82
43,3,87,81,1,100,74,54,52,8,29,7,4,77,99,54,85,39,87,13
58,15,48,74,54,62,7,42,48,19,77,47,77,28,54,53,39,18,50,59
56,25,51,84,90,65,27,71,46,29,12,59,68,96,85,45,17,88,80,84
29,81,99,4,81,16,91,80,65,58,14,44,56,94,74,20,7,98,36,25
65,38,32,75,15,82,35,77,40,30,84,94,4,49,27,66,31,4,16,82
89,57,28,3,65,4,43,60,58,49,38,92,4,40,83,64,0,75,1,97
76,7,10,82,3,37,51,23,92,58,80,13,35,1,52,6,34,94,26,9
48,65,47,88,64,88,44,34,23,88,32,47,70,26,79,38,93,48,35,41
48,87,18,37,88,30,98,44,46,36,18,41,71,100,26,85,66,58,63,51
69,91,34,56,45,35,3,8,78,29,48,43,65,62,1,54,72,90,46,14
81,98,54,48,64,80,46,100,1,67,67,50,6,31,15,65,70,20,46,45
30,61,75,61,62,3,20,71,27,2,94,46,94,65,42,40,21,80,18,53
58,72,7,84,74,5,39,64,31,87,21,73,63,6,68,45,82,11,35,85
15,18,35,60,74,5,85,35,5,88,26,47,72,33,47,78,1,92,5,86
90,39,42,15,62,83,13,55,25,89,52,63,64,99,34,98,70,89,66,18
5,83,90,46,95,55,29,6,2,74,99,15,84,51,24,11,18,76,21,80
20,96,47,16,56,14,2,18,100,43,92,71,10,14,32,59,17,31,5,47
64,76,23,48,52,74,82,9,54,41,48,34,97,0,63,2,47,50,59,35
16,97,97,47,73,51,77,97,62,14,90,1,15,46,70,65,49,6,44,5
47,72,61,60,5,94,17,9,62,20,88,58,82,35,8,27,41,28,59,19
83,33,76,27,52,8,69,34,16,2,48,89,66,4,80,48,29,2,82,94
59,25,26,80,5,65,17,55,66,84,18,57,19,89,14,49,30,58,83,28
45,69,84,2,61,92,42,39,27,27,36,89,98,86,44,45,65,43,10,12
84,27,91,81,75,33,34,19,93,26,8,66,37,75,94,80,8,93,99,67
8,22,21,63,63,89,18,18,40,35,80,9,44,14,88,67,33,50,40,68
8,36,74,79,49,5,65,56,58,68,65,25,26,86,78,89,45,90,29,52
22,36,6,82,90,5,71,57,26,87,38,9,38,40,87,42,72,70,60,21
24,87,36,41,100,83,43,41,13,45,100,27,60,73,81,97,60,83,4,94
9,72,79,77,77,81,6,39,25,38,19,48,77,37,9,91,87,38,96,56
60,5,61,81,80,25,28,25,11,95,76,46,74,44,78,24,8,16,46,8
70,28,67,11,14,74,79,29,58,42,61,85,32,10,91,66,62,91,93,89
22,79,39,88,2,41,75,53,5,65,34,61,42,76,39,33,14,10,57,81
80,30,23,56,60,41,42,88,89,64,26,88,48,5,24,69,11,53,28,100
24,57,68,48,29,91,46,66,55,35,28,64,88,17,30,100,29,13,70,30
8,9,67,64,48,92,71,91,0,44,69,41,52,91,96,29,29,37,20,56
19,82,49,97,49,28,74,69,36,88,67,94,15,23,3,94,32,36,53,9
94,13,61,20,82,36,68,86,96,44,75,76,10,81,17,10,22,63,72,52
87,69,39,9,67,73,24,22,8,57,65,15,94,77,51,20,27,5,55,32
50,2,53,40,47,10,89,37,71,77,94,48,12,94,56,58,53,31,54,87
35,95,36,78,49,54,0,15,85,36,48,82,57,72,12,76,94,30,16,76
47,47,97,9,57,53,89,71,28,11,96,58,15,33,40,5,95,44,16,40
65,51,5,57,52,45,96,13,79,46,59,87,25,35,19,36,42,45,58,50
96,58,27,25,47,57,20,48,62,53,65,58,28,84,25,6,52,4,68,56
41,34,73,63,14,21,33,62,49,46,87,85,22,38,5,62,78,15,95,70
97,65,76,61,85,16,79,50,25,12,7,92,79,21,21,70,83,50,93,56
47,7,56,67,86,85,51,70,24,70,67,94,34,1,26,85,65,17,43,55
9,19,28,85,60,51,85,17,56,34,12,28,74,47,98,19,6,5,1,92
10,79,95,42,65,69,80,7,81,52,15,62,87,84,32,76,45,63,14,57
35,67,95,82,80,60,88,44,90,80,83,3,9,50,13,27,4,3,96,33
17,87,56,14,86,95,18,93,15,30,58,82,55,27,10,3,78,35,24,14
9,74,37,76,64,95,12,46,46,28,59,51,78,43,75,5,73,92,66,75
20,58,43,60,87,69,3,5,80,96,27,95,38,56,88,12,32,84,33,22
55,5,60,86,88,62,47,71,86,51,8,92,14,16,91,17,43,82,87,6
87,35,54,17,24,79,72,84,49,91,82,34,37,84,25,50,89,30,19,64
75,27,82,79,85,28,95,95,79,78,47,12,20,57,54,34,33,8,50,8
83,20,71,29,32,20,1,5,15,94,59,50,29,1,7,95,56,15,3,71
12,93,38,56,22,75,19,17,35,71,68,62,55,47,25,20,94,99,41,6
62,99,74,37,19,96,18,24,82,15,23,63,76,89,73,23,63,19,94,25
90,7,92,94,42,69,32,40,64,26,27,52,51,30,63,60,11,18,37,92
22,17,54,7,66,66,50,68,22,9,36,92,19,71,53,50,44,94,13,28
40,63,72,44,13,18,81,65,53,27,83,75,75,9,27,1,93,91,6,46
54,62,30,52,39,67,7,16,53,66,68,58,56,100,78,10,89,53,67,67
67,23,89,55,72,54,35,64,77,14,40,22,84,31,21,50,88,44,78,65
0,8,70,46,69,73,2,41,14,91,12,28,2,88,45,56,12,62,11,28
100,63,59,24,90,4,1,5,98,17,100,26,48,72,64,92,90,35,23,56
76,44,7,1,26,5,87,56,82,70,14,38,77,51,23,74,88,86,78,26
77,75,15,16,100,5,29,31,51,63,74,20,3,67,90,69,68,91,29,28
53,9,41,27,60,54,57,68,32,86,36,70,51,80,25,79,48,39,54,75
75,5,25,46,20,4,39,46,36,17,28,15,33,71,43,29,30,35,84,8
28,22,25,59,55,7,96,47,29,96,71,63,37,45,31,91,85,27,32,84
57,93,87,16,10,40,82,37,73,4,79,48,29,14,82,64,76,0,93,32
16,39,35,97,85,42,25,39,93,47,36,0,58,7,54,23,72,12,70,72
82,46,26,12,41,62,63,90,85,10,27,86,47,39,20,3,41,18,40,44
78,54,7,8,83,60,63,47,99,31,40,1,97,88,11,60,59,65,90,66
27,10,36,89,51,4,10,90,48,43,80,1,28,20,49,50,31,78,53,13
68,84,98,26,14,56,19,75,1,71,40,43,24,6,62,59,15,90,57,49
37,27,30,98,16,52,54,11,40,100,42,44,26,43,23,69,66,43,71,37
25,71,64,30,57,87,67,58,64,3,67,50,92,100,65,78,64,70,43,62
43,18,16,3,34,33,5,64,79,8,90,0,73,0,51,33,39,10,87,21
17,58,7,46,37,0,67,51,76,65,82,97,13,28,86,58,72,10,66,88
62,22,73,63,83,28,41,45,78,40,89,70,57,30,86,60,71,49,38,1
82,18,7,99,63,88,8,34,63,6,95,87,71,23,62,72,72,70,88,3
53,60,97,100,24,82,45,12,30,72,55,15,48,35,97,27,2,75,22,74
20,16,73,19,60,31,72,43,33,40,14,61,99,36,30,38,82,81,39,93
35,45,89,25,62,81,81,59,12,83,11,17,15,33,99,57,65,36,65,87
64,19,33,79,25,98,36,30,21,44,56,36,100,0,87,78,73,92,73,24
33,59,33,24,77,68,30,61,88,15,65,42,4,64,81,68,38,20,26,38
31,84,78,21,53,62,28,39,80,11,94,73,22,33,87,48,99,62,98,25
70,82,32,1,82,10,93,11,16,18,47,93,17,99,46,87,47,59,16,83
59,8,2,22,35,14,30,16,41,51,75,76,8,1,15,32,69,51,80,90
44,20,1,77,27,92,4,12,28,5,76,80,48,46,51,54,27,4,64,77
43,86,89,41,81,26,10,86,45,4,31,82,35,17,55,29,2,16,98,94
70,60,75,49,59,75,15,42,30,18,18,90,89,56,41,59,85,81,63,97
3,54,11,91,72,1,67,24,1,8,0,51,94,4,96,55,17,54,49,53
66,69,15,61,78,5,1,80,44,64,89,31,63,74,72,1,87,19,87,3
48,74,90,86,66,84,27,31,17,4,52,98,62,94,74,81,66,16,2,53
28,60,5,95,61,93,46,16,7,93,8,63,34,3,96,92,79,51,91,60
57,61,43,78,87,47,4,77,69,70,31,73,17,30,83,83,27,64,23,86
22,81,33,91,24,44,75,13,83,1,56,13,34,9,86,5,17,38,6,4
10,77,55,42,70,44,47,54,76,36,45,38,15,21,88,10,54,63,37,23
2,39,94,51,33,32,52,2,34,95,66,94,88,46,10,44,2,30,81,1
42,12,83,80,49,65,36,65,39,28,13,59,84,100,75,33,57,42,21,11
7,71,29,2,96,7,6,51,53,59,57,48,38,50,91,13,3,5,50,70
19,81,30,65,67,86,21,11,90,73,16,1,22,21,40,69,34,26,61,66
49,99,87,10,76,31,49,5,99,62,9,99,3,67,47,85,98,45,88,76
27,55,45,66,94,96,34,20,99,38,49,88,62,55,30,0,84,71,48,83
37,2,67,67,57,56,1,43,2,35,8,53,49,50,9,26,11,40,74,30
9,59,99,1,73,3,18,95,86,45,58,43,26,62,15,90,72,97,89,27
68,23,93,81,86,44,94,4,10,3,22,75,12,90,88,60,93,15,67,43
6,81,25,60,26,35,37,89,99,41,7,77,61,31,83,25,85,3,7,38
8,23,30,31,65,8,26,48,26,28,7,56,37,46,100,91,8,34,52,53
94,93,44,93,57,88,65,81,11,29,42,76,10,36,5,100,1,39,11,5
84,11,51,61,96,91,23,20,60,47,96,54,6,67,10,42,56,14,53,84
60,97,83,46,26,40,59,71,51,73,34,41,26,16,68,51,79,21,78,36
60,88,47,70,44,69,87,7,61,87,78,56,72,93,17,17,58,82,89,75
31,100,31,70,47,91,16,21,93,35,54,5,35,28,36,58,9,7,66,38
27,74,50,69,50,69,81,24,2,62,4,55,25,27,11,95,39,37,21,53
58,49,81,10,43,39,55,35,42,50,82,41,29,20,66,75,99,7,7,27
33,87,61,84,18,52,42,39,70,27,89,76,40,88,43,38,83,30,35,48
60,53,91,98,27,39,66,97,16,99,31,41,77,49,28,69,35,100,5,24
86,66,23,25,62,24,22,3,44,56,91,77,39,29,37,100,6,58,44,59
58,32,94,30,53,100,15,3,34,83,26,22,40,95,50,22,27,37,1,88
47,52,55,57,87,10,81,64,66,98,73,81,60,17,65,70,52,38,88,40
26,42,11,46,58,30,2,48,90,98,15,21,83,2,24,29,65,58,79,14
82,43,18,55,10,100,84,68,0,31,3,30,87,14,71,72,18,5,37,24
1,10,41,62,89,53,22,16,4,76,86,55,2,95,60,14,39,94,45,15
61,64,31,22,70,91,82,13,42,97,6,55,78,36,93,13,18,21,48,45
36,9,61,79,66,11,38,76,45,71,53,3,46,62,81,88,93,67,34,45
64,64,55,34,98,9,51,76,95,30,16,74,57,55,5,100,47,63,100,96
58,94,73,23,72,72,85,16,21,53,74,41,49,88,87,21,73,0,1,30
26,84,72,5,75,70,52,3,64,92,8,31,94,98,95,59,94,19,80,42
7,83,83,91,55,84,58,13,21,33,54,11,96,96,89,35,9,7,81,5
11,87,1,73,55,43,38,66,56,15,96,60,17,55,19,18,72,24,3,60
49,24,63,6,11,60,24,54,58,83,33,37,35,66,68,60,29,81,86,33
14,22,40,57,85,37,56,62,60,94,31,49,65,17,59,1,75,62,73,38
95,52,0,25,80,57,34,41,73,73,41,58,74,32,92,70,31,57,63,18
79,9,34,11,22,40,19,74,82,27,1,13,84,22,29,66,1,15,56,67
58,80,99,23,48,24,93,7,94,47,32,89,68,81,48,53,28,0,19,78
93,0,51,63,31,72,43,88,2,72,87,40,98,94,19,37,7,87,37,28
87,35,76,39,31,17,99,81,16,75,100,94,11,41,41,56,30,30,44,41
3,71,50,21,59,50,20,67,94,27,52,30,88,4,44,71,6,99,98,6
98,85,60,100,92,75,90,82,94,64,91,75,65,38,88,33,63,91,10,67
20,12,69,66,93,20,82,17,93,41,13,88,27,27,5,92,60,61,39,29
15,99,32,93,74,80,49,40,3,64,56,28,13,90,90,34,48,2,6,58
53,33,39,13,92,96,99,95,72,51,97,64,56,29,28,100,43,65,33,25
27,100,15,65,27,62,60,33,60,93,66,8,76,90,91,1,60,54,85,90
44,72,9,33,84,41,51,16,68,41,14,0,89,11,79,63,92,42,10,43
5,98,35,77,85,8,91,86,87,18,26,26,13,52,21,65,72,1,5,10
30,45,88,13,89,68,86,74,56,47,68,70,77,65,71,66,59,20,14,30
51,64,54,46,66,2,99,33,28,16,42,69,15,27,53,15,84,31,85,73
67,94,62,79,34,91,91,39,21,66,89,52,52,17,5,75,23,60,16,59
78,50,18,24,9,56,4,14,14,50,92,9,14,13,28,36,7,77,46,50
53,23,61,69,98,29,90,75,73,49,23,56,35,91,73,62,22,0,62,6
34,31,12,5,99,6,19,49,17,100,85,35,41,89,45,55,63,37,11,21
6,16,43,56,80,5,27,51,15,69,7,38,60,43,37,27,37,82,41,52
32,25,48,7,0,54,21,0,69,86,72,82,73,45,5,63,56,50,74,96
64,19,72,36,9,0,60,95,12,5,41,80,7,44,23,0,85,56,86,17
48,85,72,39,93,36,96,44,82,6,8,27,77,34,19,57,79,92,21,9
98,70,44,75,82,57,4,83,55,96,48,6,73,34,61,53,93,64,66,12
33,76,71,83,18,62,91,62,37,20,32,2,11,97,0,75,34,79,55,79
28,56,29,52,100,42,67,2,0,38,31,81,29,68,79,9,48,18,90,78
100,60,41,9,26,78,82,41,16,84,8,100,34,57,86,5,81,51,59,7
26,21,48,10,91,92,27,51,58,29,78,85,97,59,49,43,81,96,59,64
47,34,23,49,66,67,10,15,50,40,90,24,56,52,52,54,50,26,81,3
3,12,50,31,15,1,29,72,4,95,19,97,47,75,78,74,36,64,38,60
76,65,41,32,13,33,25,86,16,41,51,12,55,66,46,50,76,51,98,96
20,43,28,7,56,18,73,26,62,40,46,90,5,45,23,35,32,39,87,95
35,93,2,2,87,6,98,47,21,13,11,13,31,86,20,34,69,93,95,27
17,39,52,16,99,86,9,100,92,61,81,8,56,59,9,66,38,56,1,81
52,34,49,48,96,52,67,80,30,49,74,93,69,23,4,66,33,37,80,84
43,26,35,42,17,35,69,12,44,5,13,94,64,38,98,8,28,18,68,37
90,1,11,32,60,41,25,58,71,72,32,14,44,93,32,20,3,97,43,83
1,19,91,32,79,85,53,95,21,62,3,6,58,79,10,69,72,12,19,13
6,18,19,0,1,33,52,1,39,57,54,71,86,1,21,34,2,89,28,95
45,42,44,78,13,31,58,41,34,25,25,79,50,66,15,90,22,93,27,95
27,43,61,96,71,88,86,59,40,79,8,32,75,11,3,66,3,22,24,2
100,34,92,63,41,87,35,16,58,49,67,60,40,32,23,5,86,46,63,54
25,85,27,88,53,30,49,0,47,24,33,6,54,93,80,11,46,53,55,92
90,71,68,87,61,96,22,96,98,4,0,12,33,17,14,35,7,82,65,75
37,28,28,88,11,49,11,56,20,63,84,49,73,54,91,98,94,56,1,25
44,37,53,63,0,16,93,75,82,95,64,17,35,87,41,58,16,5,62,71
17,99,55,27,40,42,57,40,41,84,42,65,61,66,91,100,81,88,34,91
97,48,59,46,89,0,71,21,75,5,95,29,100,97,82,8,96,99,37,61
99,64,50,14,87,84,9,39,17,20,7,73,88,95,12,53,46,54,75,17
3,42,87,20,50,27,74,70,1,20,88,49,74,17,69,64,43,11,28,35
29,10,56,45,38,31,72,85,86,22,89,99,36,68,23,89,70,29,70,39
76,93,70,93,48,5,65,74,50,58,98,24,31,18,12,2,78,38,25,88
16,96,68,46,11,27,63,44,31,31,44,17,0,14,96,3,32,35,45,92
5,14,27,89,16,52,90,76,27,40,98,1,73,51,88,69,12,36,47,44
51,70,9,85,33,53,44,85,19,41,14,33,46,21,91,34,45,82,75,40
23,32,100,26,14,42,69,95,77,66,64,57,10,98,76,20,93,71,91,0
87,79,86,16,42,48,32,29,20,90,52,69,38,81,26,48,61,72,84,94
69,20,50,95,43,85,94,83,97,20,81,80,84,1,18,100,12,44,41,6
70,50,6,21,20,24,53,83,84,22,41,36,19,51,36,95,22,38,31,33
64,47,46,75,97,89,81,90,31,40,6,61,87,89,46,15,44,26,29,11
85,73,40,17,34,83,6,31,81,9,32,12,69,59,26,96,78,1,79,48
23,75,15,66,2,60,94,100,24,86,13,92,81,55,23,46,92,95,61,24
38,57,1,54,52,15,19,18,94,17,94,10,41,53,72,41,35,24,82,69
40,0,87,54,94,54,39,11,38,58,16,67,21,52,10,1,98,89,60,12
27,56,14,88,99,76,13,58,74,46,23,96,81,51,53,32,33,29,15,81
44,41,19,71,54,50,58,100,70,19,12,85,19,81,34,44,39,4,45,81
50,13,100,50,54,95,16,70,96,75,56,20,34,84,65,19,81,14,35,41
74,20,19,17,21,36,69,89,10,65,77,73,57,7,31,31,83,94,36,81
91,73,79,68,61,58,3,94,92,46,70,77,61,43,15,93,88,18,74,61
97,83,27,31,59,69,27,44,26,33,33,91,77,0,94,16,50,30,54,5
91,100,94,30,94,53,19,64,9,41,84,39,7,12,82,50,35,43,42,46
2,18,38,26,99,64,72,17,78,32,41,58,4,60,88,59,49,92,84,49
94,74,17,21,30,25,86,70,33,89,89,19,60,66,10,22,36,62,78,4
96,64,96,14,46,46,95,51,7,34,56,24,31,85,5,46,38,9,66,79
24,88,5,54,64,33,33,70,22,68,79,85,7,19,17,12,35,94,41,7
20,22,57,93,14,69,8,70,14,91,49,84,54,90,31,79,3,54,14,90
77,25,89,70,75,86,15,66,48,20,76,99,26,75,60,1,94,58,52,92
32,61,47,92,20,2,94,43,58,43,89,76,100,43,17,81,8,36,68,62
74,75,59,24,64,4,42,93,66,71,87,98,17,59,46,88,47,17,72,72
20,90,15,57,73,5,23,48,13,24,68,28,99,86,54,25,11,19,36,92
64,32,5,72,5,37,94,36,38,30,98,40,33,17,5,83,98,89,86,75
75,5,27,96,60,31,40,41,97,36,53,22,1,83,42,29,27,95,65,42
45,69,48,96,15,92,33,24,12,97,42,53,41,56,81,73,56,11,27,12
57,28,61,75,42,81,47,92,80,87,78,46,35,5,73,21,60,47,15,95
6,61,33,70,21,60,3,68,47,65,42,62,38,82,25,25,99,4,50,75
29,6,33,85,47,12,11,2,93,17,79,34,71,2,12,75,37,14,69,78
59,32,17,6,33,42,45,20,36,81,26,38,69,52,38,81,78,36,12,8
56,92,59,57,36,98,8,65,21,88,58,97,99,25,99,32,50,11,85,2
69,1,100,76,68,84,47,54,87,8,19,42,40,47,65,66,67,46,80,24
93,35,81,26,41,50,13,77,36,89,50,76,63,14,99,72,18,16,38,54
0,81,10,34,70,9,65,90,28,83,57,68,88,17,98,39,4,42,70,56
66,4,39,50,70,31,94,18,71,48,5,39,94,18,61,61,84,7,45,26
23,73,64,32,30,12,99,29,33,79,28,9,58,77,32,20,75,70,33,58
7,82,39,23,97,74,22,81,16,84,40,43,19,7,64,1,50,46,92,23
47,1,3,53,89,13,59,22,19,50,57,79,86,32,49,40,69,35,25,22
52,99,90,2,82,63,90,73,61,54,84,81,6,19,94,11,21,50,20,58
71,11,77,22,78,57,40,43,17,12,61,50,23,95,90,61,98,33,30,45
45,97,38,12,27,85,100,14,30,52,86,10,50,34,20,91,46,44,52,12
21,13,31,26,47,85,15,58,93,35,43,33,93,14,61,58,91,73,20,32
1,67,38,7,5,17,68,75,59,98,48,9,61,1,99,100,98,31,78,46
15,27,46,64,20,4,48,42,97,1,39,65,91,4,57,70,18,45,82,38
49,38,37,58,61,87,77,24,54,8,52,96,4,11,66,97,80,17,3,46
95,1,61,22,79,42,98,1,37,6,75,73,35,2,91,59,54,72,59,41
13,64,38,89,5,71,86,40,25,88,75,52,56,19,38,60,94,58,98,37
44,75,25,68,23,10,50,35,4,48,71,27,50,60,2,6,7,56,40,53
34,23,55,43,92,14,46,2,18,26,53,84,89,73,71,85,93,72,69,96
33,38,7,27,23,75,65,51,85,99,66,19,72,49,83,46,29,12,97,38
61,58,77,79,34,78,72,24,52,65,87,59,58,64,56,91,90,48,88,96
32,46,61,42,84,19,94,57,98,72,90,88,86,70,82,58,1,26,39,44
57,18,94,4,26,17,84,91,17,48,29,84,89,64,22,53,76,100,92,90
15,80,41,94,94,97,8,11,9,37,10,74,16,8,72,36,26,57,12,45
49,54,56,73,73,97,37,35,39,82,74,74,70,88,88,92,92,28,65,52
6,18,65,99,99,77,94,0,78,59,99,21,4,17,52,80,72,93,64,16
93,71,16,21,27,64,67,77,42,12,69,12,93,88,8,21,85,2,59,13
7,95,21,39,5,94,20,55,45,27,31,33,47,11,61,37,81,100,9,9
26,57,17,77,76,78,58,95,82,51,53,16,29,9,42,77,70,75,23,59
72,36,7,93,21,21,100,55,31,10,8,3,48,65,57,38,68,86,74,27
7,96,1,6,56,65,16,49,81,88,8,3,75,23,57,33,80,59,94,48
76,63,83,51,96,32,80,45,72,59,58,33,97,39,70,62,17,19,28,23
66,87,19,23,87,50,74,87,69,3,48,86,85,85,44,99,42,70,72,1
29,24,35,28,46,23,41,94,36,17,93,37,34,31,62,30,15,32,32,61
71,13,31,42,5,84,30,43,69,20,16,45,0,40,76,89,100,70,38,72
41,7,77,43,12,71,65,97,57,25,48,96,7,58,8,100,16,8,86,92
77,45,99,51,36,37,14,98,77,49,35,41,80,58,3,29,72,98,79,55
54,77,97,99,9,94,100,43,31,97,7,13,16,37,3,91,36,74,64,90
17,75,65,100,41,68,78,16,50,92,29,79,62,15,43,49,58,59,62,14
48,74,67,20,28,3,78,2,28,30,56,82,32,88,37,66,36,23,36,54
0,30,12,57,69,90,31,61,85,25,57,17,94,56,54,39,85,38,97,72
8,40,62,24,56,30,64,47,57,85,71,95,67,79,9,96,55,61,62,97
44,47,43,44,10,82,35,28,49,92,49,53,99,99,52,97,61,65,63,10
73,70,85,72,22,5,4,71,12,60,8,59,62,3,32,3,81,71,37,53
18,15,1,71,54,27,33,23,16,36,90,20,58,36,33,71,32,80,71,12
92,38,13,45,38,90,86,80,35,70,46,56,62,22,55,82,75,75,42,63
56,98,86,47,52,1,89,45,33,95,34,84,89,16,23,73,73,3,56,68
98,45,31,3,8,43,74,65,94,43,79,12,69,40,28,79,21,73,19,53
35,84,40,97,19,89,85,75,64,39,16,50,4,30,14,49,83,34,48,38
29,65,100,6,52,18,48,16,11,35,98,44,60,78,74,49,92,66,17,3
27,5,49,24,83,3,1,93,53,17,54,87,68,46,32,47,91,83,77,88
33,63,14,21,5,32,23,50,27,49,61,88,37,91,11,80,1,27,94,21
85,81,65,69,65,7,100,56,23,6,100,61,54,98,86,77,99,94,94,32
73,94,57,91,53,50,43,11,88,99,91,59,66,66,73,39,71,36,84,2
89,65,34,17,68,82,51,49,16,27,62,20,3,29,98,5,34,7,12,20
100,42,85,69,10,39,89,34,20,4,1,28,97,99,68,63,45,28,28,76
82,60,59,2,54,13,10,46,44,2,5,83,72,78,51,58,22,88,43,41
75,20,37,3,8,52,6,87,32,49,51,0,35,60,1,17,95,92,100,92
24,89,0,40,97,17,9,23,56,46,12,19,46,64,35,77,40,19,33,78
4,48,16,76,30,90,88,26,68,0,59,97,0,27,81,59,14,10,73,35
100,97,20,30,28,58,8,78,19,76,66,45,49,58,46,100,77,38,11,83
31,39,56,52,75,78,57,52,16,89,77,17,18,94,62,55,53,73,53,2
82,49,42,22,45,72,79,95,18,3,81,59,91,37,23,8,37,91,24,89
85,58,37,37,35,36,17,51,74,12,41,97,41,3,5,87,85,18,63,32
96,57,22,91,48,25,30,21,38,18,75,31,22,59,19,100,82,3,69,32
90,62,73,58,45,34,73,74,87,50,13,19,89,20,84,67,78,13,72,50
55,25,20,15,31,82,96,75,36,49,85,0,86,21,29,26,46,50,36,84
14,1,86,6,56,86,61,39,70,71,24,79,67,2,12,28,94,20,86,69
52,90,96,65,28,55,40,98,26,8,47,69,92,72,21,84,60,49,98,51
30,78,6,52,75,82,8,42,19,33,83,32,9,60,51,68,80,57,59,94
14,86,63,59,70,82,5,18,84,62,24,92,38,0,99,24,42,78,98,57
80,0,87,40,24,61,100,33,84,87,89,54,67,41,73,58,31,40,55,53
97,6,80,63,19,41,72,73,35,1,73,44,98,14,84,13,34,75,35,20
11,31,32,41,65,29,5,100,9,98,60,20,14,84,3,88,91,26,13,11
9,48,3,57,56,9,18,71,40,25,26,9,58,59,77,62,8,44,2,7
32,24,87,79,81,91,6,58,47,5,7,63,99,26,56,52,17,77,28,80
45,53,60,97,62,97,34,35,95,45,47,19,13,15,19,18,59,1,10,63
9,93,79,98,24,100,97,82,16,1,21,71,11,97,26,0,42,36,55,13
24,37,80,61,78,39,50,89,90,67,51,69,43,88,18,76,58,53,49,99
83,54,31,67,4,44,40,53,35,63,32,85,70,39,67,0,20,92,29,40
6,6,53,72,52,46,57,11,18,31,5,3,15,53,75,21,21,23,59,51
71,57,59,11,47,68,87,19,93,44,23,33,87,57,53,59,91,39,90,10
73,13,69,88,28,21,87,59,69,34,46,74,53,100,47,38,62,79,52,52
84,18,84,88,6,46,33,0,8,87,72,61,28,66,27,32,78,44,39,0
54,73,84,5,22,10,67,87,29,37,85,24,83,2,90,2,2,0,36,41
18,8,84,90,47,24,7,35,12,22,43,48,92,64,87,8,70,79,61,5
96,48,50,46,37,59,61,92,77,49,9,7,82,96,86,65,59,71,100,73
7,1,66,96,99,34,59,2,6,43,10,56,99,100,75,49,70,92,67,44
92,75,0,13,98,61,61,37,20,89,97,44,41,99,73,33,80,76,24,40
2,16,11,44,94,4,84,89,37,29,84,98,48,96,54,12,68,42,83,4
13,61,52,5,44,45,4,37,38,38,76,40,37,3,2,79,74,91,17,67
14,3,62,66,18,4,98,86,82,0,17,91,77,13,89,28,69,11,70,88
87,88,46,74,21,13,87,74,62,27,47,94,15,51,43,93,81,18,47,60
19,70,14,38,52,62,14,63,46,13,91,58,59,60,43,2,94,43,43,67
64,40,99,90,28,16,37,18,20,30,65,82,65,67,4,89,28,2,80,32
95,29,70,55,85,83,22,72,29,41,2,10,43,36,68,67,22,42,60,46
18,44,75,8,9,14,74,91,55,49,11,67,67,38,68,53,71,61,86,5
65,33,7,26,28,41,52,57,67,41,2,33,57,80,12,72,81,51,12,71
85,8,17,69,85,89,18,83,6,9,36,12,87,78,34,92,42,47,87,15
22,39,12,13,20,63,28,32,44,28,59,73,86,30,65,27,82,22,5,100
54,84,100,81,88,37,13,15,83,20,65,50,0,58,96,33,41,9,76,54
29,88,88,83,7,26,97,70,48,61,41,99,35,15,100,18,22,23,53,55
87,26,60,31,44,85,93,39,60,50,57,94,51,29,71,59,0,43,36,96
43,91,91,50,42,62,69,11,69,73,19,72,44,8,82,72,2,37,48,94
27,37,97,16,34,59,49,44,69,70,98,45,20,23,38,3,74,79,46,19
29,18,12,11,50,63,46,34,26,48,5,93,93,78,53,52,78,24,0,67
83,94,69,64,28,21,68,22,98,59,88,38,47,87,6,46,64,29,34,73
57,58,60,97,59,2,83,73,16,10,25,18,77,87,37,15,89,1,16,87
16,51,88,34,17,96,59,60,55,32,75,54,79,40,38,66,44,4,51,96
39,22,7,80,11,21,45,96,69,32,82,68,94,55,14,72,90,47,34,68
39,10,64,15,95,31,18,22,62,16,34,43,21,71,46,17,58,96,85,15
48,34,37,70,35,72,52,10,2,38,72,24,0,20,78,96,40,5,24,74
100,4,35,91,68,44,38,4,6,62,21,14,56,32,45,41,40,97,46,79
90,84,14,48,80,21,14,97,49,71,86,80,79,24,96,24,68,32,35,87
