dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10,dimension_11,dimension_12,dimension_13,dimension_14,dimension_15,dimension_16,dimension_17,dimension_18,dimension_19,dimension_20
51,15,75,20,86,72,22,47,21,78,84,23,36,11,24,9,93,59,75,51
4,76,42,73,70,30,86,4,67,79,70,73,14,10,10,78,8,30,45,3
19,91,95,18,58,20,7,41,71,0,8,28,69,59,52,58,58,66,5,82
10,73,17,43,68,58,63,9,60,57,21,7,56,0,73,46,79,86,63,97
23,10,26,3,68,7,35,14,61,72,73,32,79,38,3,44,96,72,97,83
59,65,74,100,80,77,95,83,62,82,41,69,97,66,39,44,44,53,12,95
14,51,52,51,96,62,1,20,90,71,77,70,89,81,43,92,28,11,20,100
58,31,68,40,75,43,94,80,27,30,88,68,16,21,53,7,10,65,58,18
0,91,73,47,35,42,85,16,92,0,15,55,19,72,65,17,28,70,2,71
29,9,53,47,34,18,42,52,3,37,34,90,63,11,55,55,85,11,58,49
96,78,82,14,11,76,67,51,73,56,73,86,7,33,42,49,14,12,5,40
34,38,59,96,66,96,51,74,36,13,81,10,40,18,88,34,84,25,90,99
70,56,5,100,14,11,90,10,9,45,73,55,63,65,66,78,7,61,2,35
2,29,72,19,69,47,74,97,27,40,62,46,29,9,81,14,83,22,40,54
79,64,18,21,19,43,77,6,29,51,1,78,95,59,97,59,54,15,83,89
5,25,22,72,83,47,68,26,84,85,62,58,89,16,22,74,89,84,26,63
18,29,38,11,88,3,60,9,3,25,3,36,58,38,76,74,28,10,29,30
91,91,33,49,5,32,48,76,24,84,40,73,86,46,1,23,15,64,58,43
97,73,82,72,13,72,65,21,49,69,17,6,22,33,15,16,35,26,51,48
16,46,21,86,4,84,46,3,44,53,40,38,61,75,32,15,97,7,15,86
81,57,22,58,99,96,28,9,77,41,9,46,58,6,69,48,64,46,14,20
82,28,29,31,64,28,91,42,21,47,4,63,90,54,77,91,68,74,63,62
88,10,32,17,40,13,63,84,25,76,78,84,41,86,20,31,56,21,57,100
9,2,56,96,43,42,95,72,93,70,69,48,78,73,73,17,1,92,45,71
78,8,14,1,88,78,91,71,22,20,99,13,53,22,30,13,36,77,8,80
24,37,14,11,30,93,52,40,53,97,34,46,72,16,88,56,83,95,53,90
48,47,69,72,42,55,63,81,49,19,33,59,4,9,46,25,31,26,81,41
61,15,14,99,21,85,27,84,7,75,62,4,5,15,71,70,35,5,77,72
98,49,11,49,34,41,87,81,84,66,43,60,25,39,19,50,11,76,96,90
75,10,78,85,40,89,60,61,19,54,38,34,98,35,54,5,73,47,73,27
86,90,54,80,29,86,99,70,68,54,24,96,78,11,4,50,31,37,48,36
22,5,59,28,75,16,19,51,4,48,22,7,52,30,60,13,49,61,49,83
90,18,71,5,13,77,30,29,65,32,18,85,56,2,82,30,66,58,72,71
93,78,55,79,57,100,14,46,22,53,75,37,9,87,58,89,9,18,21,17
37,16,39,10,80,0,81,45,63,68,27,96,39,22,19,79,20,17,52,57
39,50,68,78,75,70,31,90,79,51,96,81,86,90,30,0,36,63,17,77
49,45,62,48,94,53,20,46,43,16,3,19,22,81,18,92,79,72,68,13
19,33,66,14,72,87,27,72,75,40,74,97,5,58,25,48,77,96,67,35
83,48,84,72,94,29,68,66,21,86,86,64,57,98,81,0,11,60,54,25
38,81,73,26,95,28,45,60,76,70,25,25,45,90,40,2,6,99,37,0
15,82,62,89,11,73,94,7,21,68,27,79,77,40,1,41,79,75,66,85
1,84,65,52,58,84,90,41,74,88,48,72,10,77,3,11,56,65,60,99
42,76,17,98,87,35,45,51,16,63,27,8,61,26,92,7,78,35,34,22
77,84,0,13,67,73,65,8,69,46,67,82,70,15,86,38,84,52,44,28
29,85,79,70,59,72,94,65,14,54,67,72,54,24,27,40,30,81,21,39
26,94,70,76,8,35,36,0,75,78,69,77,14,80,46,49,8,88,16,81
100,55,4,36,3,72,75,62,7,83,62,76,33,43,49,47,95,79,44,50
68,64,16,66,83,74,72,2,29,13,30,21,84,77,93,10,67,93,78,58
100,0,100,76,5,76,74,94,82,42,1,98,94,6,58,94,78,27,34,10
49,1,30,37,93,26,18,60,30,41,72,50,73,30,41,36,58,89,70,64
22,0,78,31,37,21,73,86,70,55,24,34,76,22,22,92,25,61,88,83
85,90,49,93,98,58,23,37,82,51,80,5,16,68,38,80,39,78,11,67
93,60,23,100,35,31,82,27,30,43,2,19,42,3,51,32,82,10,38,15
94,46,56,36,75,47,20,15,95,98,47,48,52,49,66,35,57,40,46,69
77,18,25,65,40,95,64,78,25,32,48,82,72,31,52,50,40,20,59,51
18,96,9,10,93,59,16,60,87,81,3,11,72,93,22,82,31,1,67,70
59,40,94,48,95,49,96,67,70,81,94,25,51,100,53,74,69,36,27,54
14,94,54,95,83,7,91,81,71,54,98,18,21,0,49,15,8,81,29,97
23,10,55,87,66,100,24,26,44,62,19,0,81,16,91,19,32,75,20,97
6,98,4,94,0,38,67,10,32,16,8,70,16,62,42,97,51,48,28,85
57,90,79,16,13,57,2,75,55,10,84,62,42,75,65,37,6,88,43,72
3,53,80,59,52,18,58,47,27,46,10,17,99,2,94,1,43,83,41,61
16,15,75,29,69,34,4,12,57,57,74,12,82,59,99,25,84,48,86,12
11,69,41,28,35,36,14,13,40,16,88,56,9,58,30,100,21,62,8,53
94,5,85,83,6,61,49,91,66,34,98,1,48,62,83,99,12,73,96,95
35,15,20,85,12,16,81,69,96,32,40,64,25,81,64,84,89,0,48,79
29,48,90,92,82,19,20,94,47,35,37,90,57,15,33,33,93,29,68,11
67,35,10,42,90,43,91,35,41,94,32,5,42,73,44,1,38,55,75,7
30,62,47,70,60,0,6,17,34,75,13,97,73,75,76,19,6,4,13,34
33,16,95,27,27,17,74,8,61,85,16,40,67,2,63,53,46,45,72,86
29,61,7,68,84,78,47,97,45,42,30,18,81,9,12,27,73,10,12,85
13,79,56,13,39,93,48,39,65,40,64,60,70,2,49,12,72,12,66,60
55,71,25,89,93,7,84,74,21,25,45,40,61,54,69,66,55,33,58,24
78,37,68,20,83,76,18,40,56,80,31,14,10,44,28,65,29,94,66,81
37,30,33,25,75,94,4,20,1,76,60,81,79,16,12,47,64,79,31,82
95,45,80,99,1,36,60,61,10,55,86,63,70,45,90,26,52,22,54,92
68,73,47,31,12,62,20,51,37,88,17,42,82,84,78,96,83,64,81,14
58,16,25,95,29,99,96,84,24,57,68,93,70,20,14,83,67,87,91,68
53,4,38,30,61,81,54,24,23,77,8,14,67,72,12,6,87,49,39,39
16,40,25,53,59,89,78,5,77,18,94,33,7,100,7,1,82,38,48,22
53,25,89,41,49,92,43,22,69,36,43,82,6,60,43,1,82,24,64,83
31,14,47,59,27,56,46,3,52,3,45,1,33,97,88,36,96,95,54,51
72,4,38,76,71,81,34,65,89,3,72,82,1,80,32,47,55,57,100,25
39,54,12,95,54,1,11,75,29,12,48,27,78,24,33,1,30,94,11,25
27,98,52,70,21,97,2,18,66,7,34,15,44,23,62,61,16,54,90,3
56,47,84,84,69,47,99,33,28,90,11,56,85,15,52,71,53,21,73,80
84,98,91,3,19,68,65,71,83,33,63,97,12,34,92,56,57,42,32,42
38,22,21,93,90,35,96,44,95,64,47,69,38,3,17,92,60,12,64,62
73,63,16,29,45,27,31,57,72,14,99,60,24,64,39,6,66,35,54,7
3,49,34,80,90,27,94,87,82,82,2,18,78,52,98,76,1,33,64,42
21,97,69,39,96,60,42,30,8,89,33,87,43,54,37,19,76,43,63,4
47,65,71,66,48,75,39,23,51,53,49,45,32,30,79,35,31,10,53,22
58,88,71,74,88,95,21,66,73,57,92,76,41,92,44,39,21,5,48,27
41,98,46,5,84,81,10,53,15,53,4,46,62,58,47,7,94,38,93,72
9,85,24,83,19,16,73,65,4,41,6,82,33,75,43,24,61,45,51,5
48,25,31,70,100,66,3,56,100,58,91,36,61,96,84,95,38,89,77,6
10,9,21,36,93,59,33,100,56,54,60,82,76,63,26,85,64,40,60,25
87,58,95,14,73,89,35,58,1,50,8,83,38,50,18,96,11,1,88,61
19,0,95,46,22,26,32,73,69,98,83,19,54,8,86,48,45,14,24,56
91,73,86,81,82,88,62,67,23,1,30,36,56,63,16,14,48,98,58,63
100,68,13,13,48,47,92,26,94,92,9,93,79,13,26,28,70,76,75,87
31,49,36,55,20,23,97,83,88,52,7,97,18,51,48,97,73,57,96,27
45,77,10,88,66,26,82,97,73,3,40,91,17,54,64,13,70,63,68,16
25,28,97,14,19,76,43,25,88,47,45,65,45,55,80,3,55,21,82,28
45,99,6,12,7,7,90,2,7,29,84,10,81,49,11,44,68,97,14,34
8,85,64,8,39,37,55,20,3,61,67,15,49,83,81,24,69,43,14,60
29,69,28,26,88,83,16,25,75,91,20,61,23,64,7,75,84,49,36,43
11,98,61,25,66,98,23,33,68,61,91,61,40,18,56,6,86,84,1,64
66,85,1,58,25,47,40,59,42,24,46,56,69,26,72,64,4,6,55,97
84,97,40,80,35,97,29,89,38,59,1,8,76,26,22,73,58,23,68,75
85,12,25,95,87,35,42,32,71,65,51,99,52,2,32,100,33,53,76,62
47,25,15,39,56,11,93,86,70,97,12,14,32,76,52,82,49,68,34,6
41,67,86,5,5,94,20,95,45,31,98,9,58,83,87,15,4,83,14,94
84,37,32,60,60,53,22,2,89,81,41,65,4,27,1,67,92,70,61,37
88,59,84,52,58,43,77,63,36,1,52,62,94,35,13,17,36,65,8,25
93,26,58,74,36,100,63,79,89,28,94,43,60,36,60,92,93,78,23,31
27,1,40,51,100,54,31,88,95,69,5,79,45,21,15,82,76,8,16,87
5,48,49,34,3,12,11,46,7,46,51,65,52,81,0,7,48,22,44,85
99,89,61,60,85,97,31,80,22,29,70,56,24,96,33,70,1,59,1,84
29,53,54,29,56,17,83,42,52,65,91,33,5,60,86,81,37,3,66,16
66,59,55,47,70,89,53,8,35,76,94,79,69,76,20,64,28,28,99,9
39,28,35,9,33,0,95,48,17,18,85,98,92,84,75,64,41,2,29,68
4,83,24,89,24,88,89,14,97,93,93,80,34,94,81,44,2,34,78,63
29,33,34,7,93,41,10,97,96,74,30,38,51,29,81,0,41,50,47,1
96,50,41,48,56,86,27,59,39,69,21,97,76,53,31,29,25,85,66,33
96,13,94,45,8,52,73,77,50,13,42,53,12,49,62,7,47,78,19,0
77,47,37,83,77,20,61,51,86,1,91,79,57,69,77,52,91,77,65,49
37,2,42,43,40,0,89,13,28,75,89,82,16,100,16,61,19,64,63,62
63,66,21,11,57,69,54,81,25,79,23,3,31,60,81,1,25,12,38,38
58,100,12,10,42,7,87,62,85,14,55,4,10,24,98,62,0,39,85,37
48,20,72,50,7,40,44,98,81,95,90,50,6,16,4,14,99,11,100,33
57,91,86,30,95,71,49,3,1,60,3,25,92,32,84,51,54,79,65,9
56,6,65,59,48,33,76,24,100,86,91,74,2,14,28,68,55,48,51,49
76,5,44,36,87,65,36,27,65,12,35,77,89,71,64,76,23,25,95,70
92,37,100,23,6,76,30,74,38,88,89,60,83,42,40,89,34,13,87,42
28,52,98,80,42,97,86,71,66,48,79,96,31,56,98,67,18,16,80,55
15,52,90,97,66,90,52,70,63,65,0,81,76,37,74,73,6,23,34,58
57,83,74,11,21,26,36,37,90,97,82,24,13,82,12,93,100,22,96,33
57,90,40,11,27,53,67,71,90,22,27,0,68,56,21,20,48,68,43,20
59,63,95,80,87,44,79,78,40,98,18,9,94,48,94,51,19,27,84,51
57,4,58,18,100,85,69,49,91,3,85,2,90,80,90,65,67,100,36,18
83,76,88,66,17,62,97,62,39,58,48,73,70,82,15,8,33,48,85,6
89,68,17,10,78,39,87,88,5,7,19,83,72,48,29,19,29,22,29,51
2,78,77,36,73,64,47,88,27,40,21,21,77,53,63,26,21,26,0,9
91,87,11,84,84,9,75,59,40,92,100,49,12,30,69,96,24,14,4,28
55,4,83,18,83,83,3,8,45,65,99,33,11,75,49,85,61,47,34,39
76,26,34,39,38,27,48,20,58,56,20,64,5,21,89,41,86,19,4,84
73,62,37,79,70,71,49,95,39,6,19,17,11,23,59,21,94,60,17,8
88,13,82,50,90,93,80,65,52,43,70,80,38,76,59,14,67,63,55,16
33,46,26,18,21,25,45,64,82,13,38,72,92,17,36,74,49,71,91,62
27,67,79,24,16,89,60,58,68,58,11,64,77,48,67,89,99,73,51,28
59,61,36,37,56,90,20,100,55,54,86,52,59,11,30,23,65,43,76,61
98,28,20,57,8,88,94,56,62,59,20,41,81,65,80,3,84,19,82,20
71,73,99,74,29,87,59,42,62,19,26,43,99,23,79,52,23,60,19,80
93,1,59,49,33,44,53,58,8,7,43,86,35,5,11,56,95,93,68,37
6,63,96,87,13,58,7,78,17,29,79,46,18,16,15,85,32,0,67,66
10,90,87,93,64,52,89,97,49,61,53,74,20,83,19,9,18,81,77,92
61,43,91,18,98,15,69,61,2,53,6,89,73,87,24,60,100,15,55,53
68,27,14,53,42,83,92,35,91,25,31,17,25,98,78,93,20,83,41,36
20,53,50,12,63,83,51,4,66,4,76,31,90,61,70,36,86,58,97,39
88,66,71,87,0,38,100,21,56,93,42,6,59,36,56,7,93,93,79,95
48,29,1,12,69,85,60,99,47,0,3,52,27,53,36,79,12,48,60,99
85,41,97,91,96,77,27,18,67,43,17,40,20,79,92,6,69,84,94,50
41,60,99,89,33,19,17,32,93,23,5,19,71,46,35,32,31,87,77,68
86,3,86,18,66,17,12,85,28,64,57,67,55,35,84,69,22,45,81,87
99,97,62,21,46,83,68,93,1,58,5,88,56,61,99,23,40,87,24,71
71,90,24,0,76,92,88,13,96,43,21,24,26,95,6,11,19,70,3,11
3,19,86,68,29,62,41,91,80,18,90,68,12,15,71,41,82,15,87,90
86,19,20,79,30,9,32,5,41,85,11,49,72,96,5,46,81,70,69,20
64,34,69,50,53,51,60,47,74,70,6,99,98,82,2,19,72,54,44,54
41,32,14,80,5,82,82,77,29,4,50,49,46,79,94,45,82,15,54,68
86,93,61,88,71,10,69,14,74,73,23,7,87,32,0,12,5,17,65,56
89,81,63,28,46,6,84,86,43,48,24,81,6,84,65,63,53,81,93,35
75,41,46,67,88,17,12,40,76,81,88,85,51,65,96,74,10,36,13,7
82,76,18,79,62,29,46,100,75,96,18,55,46,53,47,1,0,69,94,78
40,19,55,19,43,43,34,74,89,9,26,60,22,95,51,82,73,40,20,34
8,67,53,55,22,45,61,48,45,92,39,23,12,93,56,38,76,23,48,54
97,0,27,33,42,1,4,4,45,61,20,26,54,59,43,98,93,70,42,16
92,63,88,91,77,56,15,28,53,72,78,61,82,60,42,2,85,45,0,42
88,23,61,78,99,69,91,75,20,17,45,61,5,34,34,63,66,82,43,14
22,24,15,40,0,82,57,95,82,41,18,87,31,75,27,88,14,88,85,80
36,59,59,75,7,67,3,33,72,12,87,90,89,65,88,8,74,92,42,23
18,52,96,36,19,96,56,86,7,84,89,10,55,77,76,63,44,3,75,58
15,19,8,80,77,22,9,34,58,0,95,7,66,68,87,3,6,7,32,32
12,67,2,59,38,5,12,47,45,4,76,81,25,44,72,24,91,99,48,58
67,78,19,25,50,72,1,17,43,65,67,3,50,35,19,52,74,92,36,72
55,55,98,32,81,23,41,26,32,21,7,85,85,22,83,50,0,11,88,92
8,43,20,63,36,90,45,0,33,52,85,86,55,53,36,31,67,38,24,77
70,41,12,97,73,91,11,97,21,31,16,38,21,27,62,93,7,63,29,76
86,15,36,35,88,77,69,25,86,80,39,44,48,19,69,1,55,45,91,71
13,52,44,22,36,6,28,84,11,69,95,37,34,61,91,22,13,52,31,66
40,86,4,22,8,53,17,35,10,44,45,21,98,16,87,8,93,60,89,27
10,43,75,18,38,91,51,12,51,5,83,18,6,76,80,73,98,73,87,89
35,35,11,56,51,65,8,97,61,23,97,53,49,52,80,43,24,90,3,37
44,71,2,12,82,31,14,31,4,3,12,39,71,3,52,33,59,31,100,46
70,51,79,45,5,51,28,4,57,27,51,65,32,70,34,4,44,29,97,1
58,83,95,42,13,83,32,20,45,11,79,8,80,4,87,41,48,55,94,91
59,24,79,77,44,87,37,91,15,75,12,85,92,45,16,92,83,1,41,14
12,62,24,100,74,14,80,19,33,25,74,14,13,49,49,52,73,84,70,44
94,64,5,21,64,53,41,62,17,24,91,29,57,91,89,82,92,89,94,55
74,88,92,10,68,63,5,94,15,27,95,7,15,0,30,43,67,11,31,97
24,20,31,67,44,43,53,56,16,7,64,18,10,96,1,45,53,95,7,86
72,23,51,53,95,35,3,61,85,45,60,83,31,46,12,23,49,49,45,31
74,58,28,24,9,31,63,36,50,20,80,62,47,19,81,21,3,64,84,1
80,70,13,88,43,67,17,97,34,93,62,31,17,78,24,89,55,73,93,26
40,71,10,28,59,38,12,13,23,60,50,86,23,61,79,10,26,7,96,37
22,69,85,73,19,68,80,57,91,1,4,4,80,64,62,25,71,100,54,43
79,99,50,51,11,58,29,89,60,61,23,33,56,47,39,19,27,7,83,0
77,19,31,63,100,72,16,73,46,76,69,45,34,2,91,14,59,61,59,17
83,64,25,8,52,54,12,87,30,34,11,91,5,36,79,43,33,63,41,54
89,14,95,59,14,95,77,48,64,73,43,64,80,15,75,86,2,80,2,21
32,74,49,80,99,28,40,53,66,83,28,23,78,22,94,17,61,83,18,12
61,70,80,10,68,12,67,59,4,9,67,25,82,8,45,56,14,100,17,65
42,43,33,45,1,57,13,33,72,67,5,57,44,53,3,14,67,10,43,49
27,63,71,67,86,7,82,11,18,27,60,95,72,10,90,96,35,14,28,56
84,40,3,18,45,92,61,64,0,98,55,82,2,14,67,95,48,65,33,83
45,88,0,45,73,30,24,77,12,84,69,7,9,3,66,15,79,87,33,75
80,98,92,37,21,18,1,37,70,84,83,57,20,70,81,61,43,20,40,0
90,80,56,95,87,56,16,89,93,14,41,81,58,74,72,88,9,20,79,14
21,86,53,87,62,45,91,61,33,30,1,49,37,38,69,81,84,17,92,41
88,19,49,3,7,21,24,72,57,7,68,67,3,18,70,1,66,41,48,6
63,6,76,34,46,5,55,63,68,36,14,50,3,96,41,8,54,55,74,66
89,92,75,50,61,31,18,100,77,63,93,11,6,88,45,88,51,16,34,56
85,49,2,73,9,54,94,58,10,47,44,77,74,13,39,30,91,35,4,41
59,35,86,4,8,64,0,62,70,96,93,43,49,68,63,24,78,28,35,68
17,53,28,34,33,94,80,69,51,29,70,76,70,70,78,33,36,80,31,50
53,86,68,24,48,99,22,28,35,82,100,21,34,10,39,100,31,39,56,50
25,13,75,73,73,53,70,74,98,95,69,7,90,47,88,20,77,38,66,12
69,32,74,81,32,6,13,47,92,29,13,3,30,59,39,79,30,1,16,27
90,9,34,35,58,20,27,87,93,54,12,13,10,54,97,65,62,78,90,59
39,27,14,29,50,5,33,2,56,15,49,61,70,42,27,12,0,67,98,42
37,16,3,1,29,44,31,57,69,10,3,34,50,29,76,33,20,64,35,89
28,90,0,6,44,22,84,59,14,10,100,27,42,33,49,54,82,80,62,61
26,0,33,88,96,98,22,1,11,83,59,90,79,9,27,96,21,32,71,63
18,86,15,67,70,37,28,35,78,52,83,100,62,46,39,39,97,40,95,37
28,30,92,73,7,38,19,32,40,0,30,22,47,42,1,46,17,36,42,57
65,43,47,80,57,7,39,57,42,38,29,98,97,37,18,50,58,4,72,1
4,87,38,67,60,78,12,55,52,73,61,32,59,55,97,6,34,63,92,0
51,56,76,58,78,97,20,83,58,98,59,99,50,9,34,100,77,43,20,52
21,95,61,64,95,57,29,8,96,33,29,4,4,59,67,63,56,36,17,8
2,78,40,1,5,96,61,58,87,3,59,88,27,14,50,52,79,3,68,46
1,100,92,51,60,9,63,78,68,11,26,6,16,34,62,80,8,70,33,25
53,5,93,95,56,82,23,55,20,4,58,33,19,47,37,17,27,58,40,36
84,37,67,57,9,58,62,69,60,71,100,84,30,3,42,77,66,3,46,58
14,86,38,83,84,28,95,95,4,43,18,34,74,34,52,58,98,29,46,13
27,37,68,35,12,34,83,13,36,23,99,40,9,45,0,50,77,28,20,87
64,45,81,72,4,62,62,8,19,22,83,31,73,90,22,4,50,31,93,59
100,5,22,59,39,22,45,42,74,27,93,75,98,100,11,40,11,22,75,84
44,52,11,83,58,9,88,40,53,85,44,62,12,54,52,34,93,17,62,82
16,4,4,54,32,75,56,1,45,0,41,22,30,54,75,54,90,43,38,19
67,93,30,75,67,95,41,90,85,60,26,76,100,12,18,88,82,79,2,63
8,89,80,63,21,16,65,3,10,25,59,32,68,57,36,82,46,33,48,25
68,37,36,38,96,92,46,12,48,90,85,70,60,22,16,21,93,71,70,41
59,43,89,44,75,30,53,81,21,33,25,39,33,70,64,61,20,43,51,73
44,60,58,26,96,35,70,5,7,91,80,85,52,34,73,96,23,24,48,19
62,27,84,54,32,9,22,50,4,72,10,33,44,48,49,63,11,39,85,53
46,98,10,23,73,49,36,21,92,58,26,92,3,73,91,32,84,49,77,49
0,41,15,65,60,20,86,21,38,80,58,1,9,10,46,90,63,23,8,93
10,28,40,51,66,47,56,9,4,19,25,82,44,10,69,19,57,4,68,81
14,18,96,97,51,30,89,15,52,63,58,74,85,97,87,4,49,96,31,80
84,92,17,21,15,24,75,96,59,5,63,37,44,11,89,40,28,8,89,56
29,30,92,90,35,92,30,61,38,39,6,32,18,46,66,61,88,57,51,80
84,61,23,95,91,2,61,46,37,33,95,80,96,80,88,6,8,65,47,69
41,42,52,5,7,18,21,74,29,89,80,56,1,59,15,12,26,94,7,35
13,88,17,87,77,63,31,95,16,15,12,74,69,31,81,0,5,27,68,28
94,27,48,77,26,42,46,36,60,80,62,100,65,90,59,41,14,15,14,27
70,67,74,30,16,15,4,91,48,78,68,81,21,49,37,8,49,49,17,85
39,85,55,53,67,25,37,29,43,61,59,92,86,2,81,50,29,32,39,56
60,66,91,98,88,54,80,54,19,44,94,41,54,90,41,27,53,0,45,93
31,19,69,20,23,64,52,5,75,41,92,2,74,27,47,38,87,79,13,57
20,67,97,97,52,80,6,33,81,70,36,62,12,36,20,19,43,3,42,95
98,64,77,94,74,35,18,93,95,97,72,57,1,55,25,81,43,48,78,63
2,95,81,89,63,43,91,38,72,11,32,72,13,63,17,68,22,22,8,21
53,14,12,15,48,24,100,42,23,17,4,31,51,81,37,100,82,4,79,24
67,28,66,44,8,65,29,10,22,36,4,74,27,62,29,77,80,58,6,33
65,92,2,31,20,39,77,48,88,33,76,20,43,50,82,6,53,34,77,42
74,34,2,23,4,71,36,95,96,27,11,85,7,51,32,22,72,93,96,77
84,70,34,96,32,93,49,39,86,71,82,71,25,73,15,32,20,41,61,67
23,62,31,41,22,78,18,68,63,71,66,65,28,28,79,45,53,0,25,21
78,79,29,6,7,39,63,46,29,54,1,29,37,70,8,30,21,20,25,96
79,50,54,27,1,4,1,29,100,65,90,83,80,67,38,99,39,13,30,40
17,94,46,51,23,10,86,73,66,36,77,55,32,96,60,51,95,52,3,93
90,93,11,71,71,64,50,45,25,2,61,19,7,6,82,5,49,13,22,30
93,16,40,32,44,58,18,74,99,11,24,80,19,80,53,23,34,4,35,40
84,53,52,13,89,15,100,73,7,15,27,32,100,39,65,5,38,20,96,57
46,12,61,18,97,73,4,52,57,90,12,66,57,33,21,10,28,99,32,75
0,20,98,69,0,57,15,88,51,86,14,62,35,95,91,99,86,75,100,16
86,50,29,59,35,71,83,91,57,96,34,0,59,27,36,87,29,96,33,82
20,77,41,0,37,1,30,71,12,71,44,52,45,47,66,28,64,12,88,74
82,54,32,2,98,59,25,94,89,13,16,3,58,8,93,22,46,72,11,35
5,62,40,27,42,45,31,94,24,51,21,87,51,43,35,66,4,44,19,29
11,1,96,18,16,55,65,52,31,63,60,81,81,64,36,10,11,54,49,0
12,90,20,93,42,47,74,67,52,12,35,7,26,97,41,66,27,85,52,25
84,77,69,74,12,9,35,34,53,72,12,37,85,24,13,55,32,45,61,69
9,86,44,24,33,11,84,3,68,54,93,85,95,5,23,89,6,76,44,53
70,71,27,73,91,84,74,13,4,27,19,48,29,56,63,27,51,31,19,1
22,21,87,49,34,46,86,25,56,10,81,25,86,14,55,63,14,39,26,29
37,30,24,6,7,78,71,58,58,24,66,81,71,15,63,58,52,91,21,28
40,64,18,29,35,33,23,11,23,98,86,51,69,39,60,33,11,22,24,45
92,5,92,1,99,37,79,35,17,42,38,44,76,9,78,94,52,51,59,37
81,73,95,23,55,62,2,5,39,80,30,84,16,6,71,61,14,52,15,75
35,52,97,35,29,20,64,47,92,49,3,25,30,0,13,20,51,6,24,52
58,63,4,11,98,4,83,82,24,93,35,4,93,91,76,60,43,56,37,38
94,99,36,56,79,73,49,26,88,18,33,93,4,42,95,50,63,3,59,57
57,80,46,11,80,14,74,88,20,64,13,81,42,60,15,37,67,56,87,50
43,17,6,6,37,65,68,53,57,68,60,94,12,65,47,35,31,65,82,70
82,67,82,26,14,91,65,34,40,98,2,36,63,65,34,97,66,85,91,32
20,12,85,3,45,73,90,10,21,52,49,65,63,95,71,13,100,31,81,40
94,14,23,20,42,34,83,39,87,64,98,23,72,11,21,22,48,11,46,5
95,37,19,61,18,41,1,98,7,40,49,74,4,87,2,11,73,97,85,62
35,0,34,36,33,25,76,38,70,31,26,73,75,66,63,41,31,74,10,72
75,46,83,47,81,19,81,2,31,82,8,38,53,62,51,9,31,50,55,66
7,78,98,72,35,1,12,99,10,7,2,37,78,37,33,14,53,6,10,55
7,67,23,67,13,71,27,9,24,99,75,22,43,88,24,96,73,45,31,76
35,13,31,68,0,55,35,56,44,44,59,15,65,59,63,11,74,90,56,3
66,83,94,95,84,3,7,73,38,71,93,6,73,78,77,38,81,91,43,39
50,53,79,0,87,15,1,81,78,7,79,18,18,51,24,55,83,63,22,16
36,35,70,7,40,86,2,16,48,65,22,18,5,2,78,47,39,89,76,12
77,100,59,98,98,56,9,45,92,46,34,40,6,41,18,34,13,71,18,95
10,29,22,82,92,50,12,8,62,40,41,72,39,29,51,36,5,78,28,98
38,40,84,20,6,73,81,88,69,24,5,77,16,23,11,39,95,93,83,79
12,61,54,48,29,10,21,27,35,22,94,51,65,58,21,80,42,93,98,76
53,48,46,5,66,6,73,96,67,52,70,28,73,18,8,5,4,90,52,71
47,91,97,6,2,68,61,9,21,9,9,90,68,69,21,98,43,78,44,22
0,89,74,81,62,17,77,39,65,49,88,15,71,12,56,9,22,75,76,79
99,31,12,68,85,38,83,67,63,16,68,76,42,89,69,86,28,3,61,36
15,44,32,7,32,65,55,19,4,47,26,58,97,16,10,87,51,73,41,53
16,72,34,64,91,31,43,67,53,78,71,71,53,36,74,52,90,19,43,24
21,8,60,88,40,99,34,62,90,48,39,38,13,69,35,98,56,61,57,51
29,40,58,75,87,37,14,67,76,85,59,23,90,94,12,13,34,76,2,51
13,48,1,81,77,4,74,14,18,45,100,45,32,48,6,49,61,12,43,17
61,72,45,45,65,6,4,98,48,5,27,19,88,81,44,14,54,35,4,27
26,31,80,76,4,43,53,90,26,35,18,82,4,73,3,8,34,4,78,97
66,8,90,25,69,13,35,43,7,46,44,65,47,47,7,60,100,21,95,44
9,17,100,26,65,34,64,11,71,92,65,84,41,29,30,20,95,99,47,4
4,16,25,35,16,9,8,26,29,61,78,69,86,58,33,47,80,34,22,82
66,43,66,52,51,31,41,92,34,4,50,55,18,33,99,62,57,8,43,78
95,56,5,73,33,82,71,42,17,61,34,62,16,28,49,12,82,13,41,94
7,27,84,20,19,38,35,55,62,42,48,22,57,13,25,68,76,40,74,66
62,18,31,24,1,49,83,89,34,11,43,40,19,80,40,28,47,53,36,90
36,86,90,72,92,56,54,55,27,72,60,26,34,29,19,85,9,95,63,7
4,66,40,45,90,30,30,45,77,76,65,17,11,77,49,6,43,14,13,57
52,65,28,15,66,89,39,72,58,35,10,79,42,42,28,59,76,29,82,98
57,10,36,33,47,50,47,71,75,43,72,40,66,53,83,36,71,76,46,31
17,3,2,24,17,25,58,11,72,25,22,6,32,0,91,26,57,97,61,39
61,66,98,89,17,3,60,61,35,20,54,2,27,46,48,25,1,62,75,5
12,63,78,24,70,85,94,58,86,95,28,67,39,60,80,24,30,31,26,31
